application_id,submission_date,itr_assessment_year,state,lender_type,loan_type,employment_type,application_channel,document_bundle_size,cibil_score,loan_amount_inr,land_record_document_type,land_record_state,land_record_survey_no,land_record_owner_name,sale_deed_consideration_value,ec_registered_value,ec_liens_count,mutation_date_manipulated,borrower_name,declared_income_annual_inr,borrower_pan,borrower_aadhaar_no,identity_document_type,itr_declared_income,itr_acknowledgement_no,itr_filing_date,form_16_gross_salary,form_16_employer_tan,salary_slip_gross_monthly_inr,salary_slip_employer_name,salary_slip_employer_tan,bank_statement_annual_credits_inr,bank_statement_unusual_credits_count,bank_statement_round_number_flag,gst_annual_turnover,gst_registration_number,gst_cross_month_inconsistency,balance_sheet_total_assets,balance_sheet_total_liabilities,pnl_net_profit_inr,balance_sheet_auditor_urn,nach_mandate_beneficiary_name,nach_mandate_amount_inr,nach_mandate_alteration_detected,guarantor_name,guarantor_overcommitment_detected,pdf_structural_anomaly_score,pixel_manipulation_detected,cloned_region_detected,frequency_domain_anomaly_score,font_inconsistency_score,physical_scan_coherence_score,metadata_timestamp_contradiction,unicode_substitution_detected,ai_generated_document_probability,compression_anomaly_detected,documents_flagged_count,pdf_metadata_modification_delay_days,income_cross_doc_variance_pct,itr_vs_bank_stmt_discrepancy_pct,form16_vs_salary_slip_discrepancy_pct,property_valuation_discrepancy_pct,encumbrance_suppression_flag,double_pledge_risk_score,employment_tan_mismatch,field_investigation_status,field_investigation_gps_mismatch,overall_fraud_risk_score,fraud_risk_category,manual_review_triggered,adverse_action_triggered,final_decision,processing_time_ms,ground_truth_fraud_label,fraud_sub_type,document_primary_language,adverse_action_reason,rbi_fpc_compliant,audit_log_hash
SRS-2024-000989,13-07-2023,FY2021-22,Haryana,PSB,Agricultural,Agricultural_Labourer,Branch,7,675,1347807,Fard,Haryana,114/ALT-X,Pooja Choudhury,2000000,1992557,0,False,Pooja Choudhury,466306,HTAPC9351L,XXXX-XXXX-4430,Aadhaar,,,,,,,,,501159,1,False,,,,,,,,,,,Vijay Prasad,False,0.5442,True,False,0.6224,0.794,0.5897,True,False,0.3383,True,4,1,10.0643,9.899,,2.7368,False,0.2959,False,Failed,True,65,Medium_Risk,True,False,Approved,10691,1,Survey_Number_Substitution,Hindi,,False,e4e209fee840
SRS-2022-000925,12-06-2022,FY2021-22,Goa,PSB,Housing_Finance,Salaried_PSU,Mobile_App,10,675,52937951,Form I and XIV,Goa,823/5D,Deepak Kumar,37678982,36716932,0,True,Deepak Kumar,8800000,KDRPK3874Z,XXXX-XXXX-0736,Aadhaar,8704918,850921033045103,01-06-2022,8830658,FVYG51155Q,741917,State Bank of India,FVYG51155Q,8825094,2,False,,,,,,,,ICICI Finance,125000,False,,,0.797,True,True,0.4588,0.6041,0.3956,False,False,0.3747,False,3,11,17.1906,14.5685,7.9969,7.14,False,0.2227,False,Failed,False,50,Low_Risk,False,False,Approved,4167,1,Ownership_Chain_Manipulation,English,,False,082ffda89cbb
SRS-2024-000990,12-03-2024,FY2023-24,Himachal Pradesh,Private_Bank,Agricultural,Agricultural_Cultivator,Digital_Portal,11,602,2559409,Jamabandi,Himachal Pradesh,561/12C,Neha Menon,3193540,3120736,0,False,Neha Menon,1761139,PRVPM9784S,XXXX-XXXX-6240,Aadhaar,,,,,,,,,1640528,1,False,,,,,,,,,,,,,0.4324,False,False,0.41,0.2359,0.8147,False,False,0.2414,False,0,2,8.8863,10.7509,,13.7465,False,0.1951,False,Passed,False,1,Clean,False,False,Approved,2408,0,Clean,Hindi,,False,1d50a4558670
SRS-2024-000991,29-06-2022,FY2021-22,Chhattisgarh,HFC,Retail_Salaried,Salaried_PSU,Digital_Portal,10,758,1045153,,,,,,,,,Fatima Kumar,429620,NTMPK7211B,XXXX-XXXX-8445,PAN_Card,425517,509816917955860,21-03-2022,428665,MUMB99999Z,38536,HCL Technologies,QPIT20862J,396778,1,False,,,,,,,,HDFC Finance,15511,False,,,0.5587,True,False,0.5885,0.8565,0.282,False,False,0.4741,False,2,19,12.1431,18.0028,6.6482,,False,0.2534,True,Not_Applicable,,50,Low_Risk,False,False,Approved,3853,1,Fabricated_Employment,Hindi,,False,dc1add0c3ae8
SRS-2023-001004,01-04-2024,FY2023-24,Karnataka,NBFC,Agricultural,Agricultural_Labourer,Digital_Portal,10,590,1495130,Khata,Karnataka,KA-KH-7855,Vijay Naidu,2407919,2396625,1,False,Sai Joshi,823846,RPZPJ7956F,XXXX-XXXX-9893,PAN_Card,,,,,,,,,872103,1,False,,,,,,,,,,,Vijay Rao,False,0.3876,False,False,0.5173,0.8218,0.6121,True,False,0.2065,True,3,19,9.4981,10.9483,,10.1561,False,0.2421,False,Failed,False,42,Low_Risk,False,False,Manual_Review,7869,1,Cultivator_Name_Substitution,Kannada,,False,33656a386df1
SRS-2023-001005,24-06-2024,FY2023-24,Tamil Nadu,NBFC,Housing_Finance,Salaried_PSU,Branch,10,599,56965610,Patta,Tamil Nadu,567/12A,Swati Kumar,37000000,38381178,0,False,Swati Kumar,8800000,XENPK1786L,XXXX-XXXX-5826,Passport,8427804,034197812536044,08-04-2024,8663071,KLLY94417G,713915,Reliance Industries,KLLY94417G,9745367,0,False,,,,,,,,ICICI Finance,125000,False,Rajesh Menon,False,0.5329,False,False,0.9311,0.4022,0.2029,True,False,0.8771,False,2,36,12.5966,12.9994,9.1484,7.5495,False,0.308,False,Passed,False,39,Low_Risk,False,False,Manual_Review,5436,1,AI_Generated_Document,Tamil,,False,5027275764d5
SRS-2026-000923,10-10-2024,FY2022-23,Gujarat,PSB,Housing_Finance,Salaried_MNC,Digital_Portal,7,794,35134538,7/12 Extract,Gujarat,812/3A,Deepak Patel,37000000,35294864,0,False,Deepak Patel,8800000,MBTPP1619V,XXXX-XXXX-9837,PAN_Card,8800000,747018118863182,25-08-2024,8684989,YGBQ88122O,737519,Cognizant Technologies,YGBQ88122O,7835380,1,False,,,,,,,,ICICI Finance,125000,False,Pooja Patel,False,0.3414,False,False,0.5052,0.4934,0.9049,False,False,0.1912,False,0,1,7.6439,1.7219,8.847,0.5942,False,0.1124,False,Passed,False,17,Clean,False,False,Approved,528,0,Clean,Gujarati,,False,7f211e074683
SRS-2024-000992,12-05-2024,FY2023-24,Himachal Pradesh,HFC,Retail_Salaried,Salaried_Private_Sector,Business_Correspondent,9,605,898500,,,,,,,,,Pooja Prasad,586237,XUFPP6236U,XXXX-XXXX-1580,Passport,578464,077366869759716,01-04-2024,577416,PDSK95634X,45995,Larsen & Toubro,PDSK95634X,645599,0,False,,,,,,,,SBI Finance,16982,False,,,0.3359,False,False,0.5681,0.1753,0.849,False,False,0.1379,False,0,2,9.183,15.1963,7.6123,,False,0.2049,False,Not_Applicable,,8,Clean,False,False,Approved,821,0,Clean,Hindi,,False,b8a7861a92be
SRS-2022-000926,18-08-2023,FY2021-22,Punjab,Private_Bank,Retail_Salaried,Salaried_Private_Sector,DSA,11,609,7077605,,,,,,,,,Sanjay Nair,1780050,UDNPN7066R,XXXX-XXXX-2357,Aadhaar,1707252,236483341142045,12-04-2023,1780929,BTGW86739V,147223,State Bank of India,BTGW86739V,1987155,2,False,,,,,,,,SBI Finance,106625,False,,,0.2227,False,False,0.3257,0.4707,0.9031,False,False,0.3329,False,0,1,5.4212,11.6631,13.0367,,False,0.0829,False,Not_Applicable,,10,Clean,False,False,Approved,1056,0,Clean,Hindi,,False,48e19a31a475
SRS-2022-000927,18-10-2025,FY2023-24,Rajasthan,NBFC,Housing_Finance,Self_Employed_Professional,DSA,13,702,43301088,Jamabandi,Rajasthan,461/12D,Vijay Reddy,37000000,36439459,0,False,Vijay Reddy,8800000,ZXHPR3438J,XXXX-XXXX-1260,Voter_ID,8800000,294685113603681,25-07-2025,,,,,,8018510,1,False,18147275,08ZXHPR3438J3ZU,False,18631000,18631000,6918000,263294262494613018,PolyOculus Finance,125000,False,Shalini Prasad,False,0.5407,True,False,0.8069,0.3824,0.117,True,False,0.0878,True,4,60,9.8403,9.6683,,0.1612,True,0.7214,False,Failed,False,75,Medium_Risk,True,False,Approved,11619,1,Encumbrance_Suppression,Hindi,,False,83e199d45b35
SRS-2024-000993,30-03-2025,FY2024-25,Maharashtra,Private_Bank,Retail_Salaried,Salaried_Private_Sector,Branch,12,779,5214479,,,,,,,,,Sunita Bhalerao,1420009,UBVPB7740S,XXXX-XXXX-7255,Aadhaar,1350710,777624665830603,22-10-2024,1408408,VGPB15565C,113523,Tech Mahindra,VGPB15565C,1577824,1,False,,,,,,,,PolyOculus Finance,89417,False,Ramesh Patel,False,0.4664,False,False,0.1616,0.3344,0.9047,False,False,0.2806,False,0,1,6.5054,4.1178,7.1839,,False,0.3736,False,Not_Applicable,,1,Clean,False,False,Approved,793,0,Clean,Marathi,,False,3dd3106277c7
SRS-2025-000968,13-01-2022,FY2021-22,Madhya Pradesh,PSB,MSME,Self_Employed_Professional,Digital_Portal,12,682,20481288,,,,,,,,,Vihaan Yadav,3912335,BOQPY9743T,XXXX-XXXX-5129,Voter_ID,4089627,556722664490346,,,,,,,3565131,0,False,9750560,23BOQPY9743T8Z5,False,10675000,10130000,3319000,266591632170348459,SBI Finance,125000,False,Suresh Kulkarni,False,0.8005,False,False,0.6351,0.6888,0.2833,True,False,0.3787,True,3,33,241.518,62.0484,,,False,0.2777,False,Passed,False,61,Medium_Risk,True,False,Manual_Review,11299,1,Balance_Sheet_Fabrication,Hindi,,False,6441024f0225
SRS-2024-000994,22-11-2025,FY2023-24,Bihar,PSB,Retail_Salaried,Salaried_PSU,Digital_Portal,8,691,3679624,,,,,,,,,Rajesh Prasad,1081565,GASPP3100C,XXXX-XXXX-9850,PAN_Card,1064404,748290766896402,18-05-2025,1064903,ETZG96200S,95505,Accenture India,ETZG96200S,1090393,1,False,,,,,,,,HDFC Finance,64822,False,,,0.5195,False,False,0.2372,0.6238,0.7382,False,False,0.2717,False,0,1,9.0259,14.7369,1.3446,,False,0.4126,False,Not_Applicable,,17,Clean,False,False,Approved,428,0,Clean,Hindi,,False,e8885e8e78b2
SRS-2026-000924,18-09-2022,FY2021-22,Delhi NCT,NBFC,Retail_Salaried,Salaried_Private_Sector,Branch,8,669,4945199,,,,,,,,,Suresh Pillai,1996990,WORPP9361E,XXXX-XXXX-9298,Aadhaar,2024016,705044382900498,06-03-2022,2020189,OOZF81306V,158459,ICICI Bank,OOZF81306V,2001154,2,False,,,,,,,,HDFC Finance,84200,False,Meena Menon,False,0.5541,False,False,0.0815,0.3789,0.9194,False,False,0.1836,False,0,0,12.8682,20.343,10.9928,,False,0.218,False,Not_Applicable,,10,Clean,False,False,Approved,1388,0,Clean,Hindi,,False,52d20df95bf2
SRS-2025-000969,18-09-2023,FY2021-22,Uttar Pradesh,Private_Bank,MSME,Self_Employed_Professional,DSA,9,776,38990363,,,,,,,,,Ramesh Choudhury,6921350,BHGPC8590W,XXXX-XXXX-1795,Voter_ID,7130762,889393495872901,05-06-2023,,,,,,6109976,0,False,19944203,09BHGPC8590W1Z2,False,28115000,28115000,7491000,265635053706306699,,,,,,0.4824,False,False,0.7161,0.4029,0.9716,False,False,0.3932,False,0,1,8.9468,15.2208,,,False,0.2694,False,Passed,False,8,Clean,False,False,Approved,841,0,Clean,Hindi,,False,dc3bf535e0ea
SRS-2023-001006,03-08-2022,FY2021-22,Himachal Pradesh,NBFC,Housing_Finance,Salaried_Private_Sector,Business_Correspondent,7,735,30787165,Jamabandi,Himachal Pradesh,164/3A,Aaradhya Nair,37000000,36244996,0,False,Aaradhya Nair,7257748,VTOPN6405V,XXXX-XXXX-2009,Aadhaar,6998086,309636127150906,07-06-2022,7325847,ZWQQ05262I,594202,Tech Mahindra,ZWQQ05262I,8106380,2,False,,,,,,,,HDFC Finance,125000,False,Kiran Kulkarni,False,0.082,False,False,0.2563,0.5178,0.7806,False,False,0.0357,False,0,2,5.5491,9.0734,2.2618,2.6741,False,0.3125,False,Passed,False,10,Clean,False,False,Approved,951,0,Clean,Hindi,,False,79702a9703f2
SRS-2024-000995,30-03-2025,FY2023-24,Haryana,PSB,Retail_Salaried,Salaried_MNC,DSA,13,776,2552952,,,,,,,,,Priya Yadav,914264,OEIPY0784D,XXXX-XXXX-8925,Passport,888761,766096885387243,27-09-2024,916718,YJBU78622V,80339,Infosys Limited,YJBU78622V,982587,1,False,,,,,,,,HDFC Finance,42298,False,Kiran Singh,False,0.7395,False,False,0.2809,0.5305,0.86,False,False,0.1559,False,0,1,11.7742,6.6012,4.6574,,False,0.0395,False,Not_Applicable,,17,Clean,False,False,Approved,1368,0,Clean,Hindi,,False,5c1e749fcf2b
SRS-2022-000928,17-06-2023,FY2022-23,Bihar,NBFC,MSME,Proprietor,Business_Correspondent,12,726,17392780,,,,,,,,,Rajesh Gupta,7309733,MEQPG6532V,XXXX-XXXX-8103,PAN_Card,7447478,967661571060553,28-05-2023,,,,,,6803467,1,False,15004737,10MEQPG6532V0ZM,False,23637000,23637000,7207000,269099521803973302,,,,,,0.5152,False,False,0.742,0.0662,0.9701,False,False,0.3355,False,0,1,3.2326,15.5667,,,False,0.311,False,Passed,False,17,Clean,False,False,Approved,1177,0,Clean,Hindi,,False,0d1216656d5a
SRS-2022-000929,20-09-2025,FY2024-25,Rajasthan,PSB,Agricultural,Agricultural_Cultivator,Digital_Portal,10,756,1754110,Jamabandi,Rajasthan,706/4D,Ananya Bose,2251663,2231139,0,False,Ananya Bose,1569291,FYKPB5679G,XXXX-XXXX-9577,Aadhaar,,,,,,,,,1632363,0,False,,,,,,,,,,,,,0.6697,False,False,0.4584,0.5025,0.8225,False,False,0.4409,False,0,1,6.5464,16.3942,,4.8004,False,0.1423,False,Passed,False,16,Clean,False,False,Approved,1326,0,Clean,Hindi,,False,98c98aa4ff30
SRS-2023-001007,24-01-2023,FY2022-23,West Bengal,Private_Bank,Agricultural,Agricultural_Cultivator,Digital_Portal,6,835,739042,Khatian,West Bengal,76/9D,Vijay Kumar,2000000,2014891,1,False,Vijay Kumar,501234,CGOPK5853K,XXXX-XXXX-7010,PAN_Card,,,,,,,,,493011,0,False,,,,,,,,,,,,,0.6305,False,False,0.4846,0.3566,0.9239,False,False,0.2824,False,0,1,0.602,2.9035,,11.8046,False,0.5404,False,Passed,False,8,Clean,False,False,Approved,631,0,Clean,Bengali,,False,488bdeddb773
SRS-2025-000970,17-11-2023,FY2022-23,Punjab,NBFC,Housing_Finance,Salaried_MNC,DSA,10,760,20776649,Fard,Punjab,88/8C,Neha Joshi,33264145,34604551,0,False,Neha Joshi,5259349,NDLPJ9663D,XXXX-XXXX-6878,Aadhaar,5389092,238528449291059,30-09-2023,5185700,EPWE79549Q,406656,Wipro Technologies,EPWE79549Q,5879687,2,False,,,,,,,,ICICI Finance,125000,False,,,0.1566,False,False,0.3461,0.1883,0.8073,False,False,0.4288,False,0,1,6.9311,7.7815,3.4155,0.7028,False,0.4759,False,Passed,False,2,Clean,False,False,Approved,1030,0,Clean,Hindi,,False,926c0c2086ff
SRS-2025-000971,19-08-2023,FY2021-22,Telangana,Private_Bank,Retail_Salaried,Salaried_Govt,DSA,8,703,3443080,,,,,,,,,Priya Singh,1106320,YZFPS5250Q,XXXX-XXXX-2074,Aadhaar,1058216,658742110133839,27-06-2023,1126306,BAZI07379O,95938,Tech Mahindra,BAZI07379O,1010961,1,False,,,,,,,,SBI Finance,50751,False,Sai Reddy,False,0.342,False,False,0.2725,0.3022,0.8506,False,False,0.236,False,0,1,9.6495,1.7947,6.0339,,False,0.4767,False,Not_Applicable,,1,Clean,False,False,Approved,811,0,Clean,Telugu,,False,00a0664653d9
SRS-2024-000996,05-08-2025,FY2024-25,Gujarat,NBFC,Retail_Salaried,Salaried_Private_Sector,Branch,11,709,5025124,,,,,,,,,Sanjay Kumar,1511191,QFRPK7649Q,XXXX-XXXX-2515,PAN_Card,1578669,647731371902361,05-03-2025,1508771,PXHG61288B,120397,State Bank of India,PXHG61288B,1440361,1,False,,,,,,,,SBI Finance,75182,False,Deepak Mehta,False,0.4316,False,False,0.3624,0.274,0.7866,False,False,0.0694,False,0,2,2.4811,4.8078,6.0188,,False,0.0271,False,Not_Applicable,,1,Clean,False,False,Approved,577,0,Clean,Gujarati,,False,cf4d1b88588a
SRS-2023-001008,17-10-2023,FY2021-22,Delhi NCT,MFI,Retail_Salaried,Salaried_Govt,Digital_Portal,10,748,4150556,,,,,,,,,Sai Verma,2747923,HNNPV1444F,XXXX-XXXX-5166,Aadhaar,2721048,939279346811166,21-07-2023,2781785,CTHA22373P,236095,Larsen & Toubro,CTHA22373P,2859065,0,True,,,,,,,,HDFC Finance,82120,False,,,0.6091,False,False,0.3328,0.3212,0.7368,False,False,0.149,False,0,0,6.9034,7.6275,0.7283,,False,0.2663,False,Not_Applicable,,11,Clean,False,False,Approved,1460,0,Clean,Hindi,,False,211068e2eda8
SRS-2024-000997,17-06-2023,FY2021-22,Bihar,PSB,Retail_Salaried,Salaried_Private_Sector,Branch,12,701,4047633,,,,,,,,,Ritu Reddy,1512459,KRTPR5705A,XXXX-XXXX-9987,Aadhaar,1476812,740470640702797,03-04-2023,1505597,FYPQ09976N,133936,Tech Mahindra,FYPQ09976N,1414325,2,False,,,,,,,,ICICI Finance,56983,False,Kaushik Mishra,False,0.5544,False,False,0.4655,0.0502,0.8089,False,False,0.1956,False,0,1,7.8755,20.2294,7.5953,,False,0.2735,False,Not_Applicable,,10,Clean,False,False,Approved,1296,0,Clean,Hindi,,False,4958d426d870
SRS-2026-000925,05-01-2023,FY2021-22,Maharashtra,PSB,Retail_Salaried,Salaried_Private_Sector,Digital_Portal,7,745,1983635,,,,,,,,,Rajesh Kulkarni,665145,LRSPK9859J,XXXX-XXXX-8895,Aadhaar,668552,030100747216077,21-06-2022,655111,NGVY32997N,55967,Accenture India,NGVY32997N,663132,1,False,,,,,,,,PolyOculus Finance,35390,False,Divya Deshmukh,False,0.2756,False,False,0.1294,0.0265,0.98,False,False,0.2173,False,0,2,5.676,10.7807,5.4209,,False,0.321,False,Not_Applicable,,1,Clean,False,False,Approved,1264,0,Clean,Marathi,,False,83963add68bd
SRS-2026-000926,22-12-2023,FY2021-22,Haryana,NBFC,Retail_Salaried,Salaried_Private_Sector,Digital_Portal,10,673,5345630,,,,,,,,,Ananya Menon,1872439,CYIPM7201B,XXXX-XXXX-6415,Aadhaar,1794373,355559827906995,25-11-2023,1868664,EILC84678T,155701,Aditya Birla Group,EILC84678T,1964377,0,False,,,,,,,,PolyOculus Finance,94777,False,,,0.6307,False,False,0.169,0.4989,0.622,False,False,0.1769,False,0,2,15.8104,12.0002,2.2318,,False,0.1294,False,Not_Applicable,,16,Clean,False,False,Approved,1056,0,Clean,Hindi,,False,b5bff907e293
SRS-2025-000972,15-05-2025,FY2023-24,Haryana,NBFC,Housing_Finance,Salaried_MNC,Branch,5,682,7686630,Fard,Haryana,270/11A,Amit Gupta,9348749,9536656,1,False,Amit Gupta,1867432,LHDPG3875G,XXXX-XXXX-5067,Aadhaar,1801423,901236636220409,11-04-2025,1904461,BPIE72116M,166379,Wipro Technologies,BPIE72116M,2015995,0,False,,,,,,,,SBI Finance,125000,False,Krishna Singh,False,0.2236,True,False,0.1637,0.4446,0.876,True,False,0.2488,False,0,2,5.5262,6.1235,8.3094,5.6615,False,0.4248,False,Passed,False,30,Clean,False,False,Approved,1292,0,Clean,Hindi,,False,d78333fbfe03
SRS-2023-001009,22-09-2022,FY2021-22,Goa,Private_Bank,Housing_Finance,Proprietor,DSA,8,670,34850567,Form I and XIV,Goa,250/11C,Kiran Reddy,37000000,38616842,0,False,Kiran Reddy,8800000,IMBPR0170U,XXXX-XXXX-5571,PAN_Card,8800000,213232069831881,08-08-2022,,,,,,9488906,0,False,17799994,30IMBPR0170U5ZA,False,23214000,23214000,8229000,261950076455300285,HDFC Finance,125000,False,,,0.2591,False,False,0.5552,0.4752,0.7446,False,False,0.4258,False,0,1,1.0365,12.3256,,0.7855,False,0.1133,False,Passed,False,16,Clean,False,False,Approved,961,0,Clean,English,,False,29d54b395f5e
SRS-2022-000930,14-03-2024,FY2023-24,Tamil Nadu,Private_Bank,Housing_Finance,Salaried_Private_Sector,Digital_Portal,8,629,44851092,Patta,Tamil Nadu,332/4A,Rajesh Menon,37000000,37507948,0,False,Rajesh Menon,8800000,XGBPM6077Z,XXXX-XXXX-2430,Aadhaar,8473361,309768886595689,13-12-2023,8963175,WKMV46539Z,782852,Aditya Birla Group,WKMV46539Z,8837807,1,False,,,,,,,,HDFC Finance,125000,False,,,0.218,False,False,0.4017,0.2638,0.9076,False,False,0.2045,False,0,1,1.4136,19.1081,4.3922,12.4239,False,0.3806,False,Passed,False,1,Clean,False,False,Approved,1095,0,Clean,Tamil,,False,21ac26716ce6
SRS-2025-000973,22-03-2026,FY2024-25,Rajasthan,NBFC,Housing_Finance,Proprietor,Branch,8,734,19469957,Jamabandi,Rajasthan,446/11D,Ananya Nair,31149727,30085678,0,False,Ananya Nair,8414718,KNIPN4148E,XXXX-XXXX-2140,Aadhaar,8495518,830382118968377,24-12-2025,,,,,,9217258,1,False,19546302,08KNIPN4148E2ZN,False,19471000,19471000,8110000,263821602618428420,PolyOculus Finance,125000,False,,,0.2416,False,False,0.2732,0.7116,0.8185,False,False,0.3379,False,0,2,12.0278,14.2158,,3.6289,False,0.0453,False,Passed,False,9,Clean,False,False,Approved,1265,0,Clean,Hindi,,False,63fad782dcae
SRS-2022-000931,09-06-2026,FY2024-25,Bihar,Small_Finance_Bank,MSME,Proprietor,Branch,9,760,27022348,,,,,,,,,Mohammad Sharma,8800000,ISRPS6440F,XXXX-XXXX-0584,PAN_Card,8436655,720303408839090,10-03-2026,,,,,,9610637,0,False,15198937,10ISRPS6440F3ZH,False,21788000,21788000,7322000,262270682558893708,SBI Finance,125000,False,Arjun Sharma,False,0.263,False,False,0.0772,0.5146,0.543,False,False,0.1029,False,0,1,3.0244,8.0828,,,False,0.1654,False,Passed,False,8,Clean,False,False,Approved,1117,0,Clean,Hindi,,False,8b1d868c9385
SRS-2023-001010,26-05-2026,FY2024-25,Rajasthan,NBFC,Retail_Salaried,Salaried_Private_Sector,Digital_Portal,9,595,3976139,,,,,,,,,Meena Patil,2216254,SPHPP5978K,XXXX-XXXX-8205,Aadhaar,2234443,783709508474929,26-02-2026,2244074,VKGC61344Q,197568,HCL Technologies,VKGC61344Q,1993301,0,False,,,,,,,,ICICI Finance,62084,False,,,0.3371,False,False,0.6148,0.3433,0.9353,False,False,0.1824,False,0,2,6.6024,12.6788,4.4502,,False,0.1653,False,Not_Applicable,,8,Clean,False,False,Approved,1210,0,Clean,Hindi,,False,89349c9c47d0
SRS-2023-001011,27-07-2025,FY2024-25,Uttar Pradesh,Private_Bank,Housing_Finance,Salaried_Private_Sector,Branch,6,760,7697344,Record of Rights (Khatauni),Uttar Pradesh,839/10B,Priya Gupta,9877014,10057675,0,True,Priya Gupta,2720709,PPLPG2049N,XXXX-XXXX-0128,Passport,2608652,221258347800857,25-06-2025,2712286,VKTZ19933J,240245,Infosys Limited,VKTZ19933J,2970508,0,False,,,,,,,,HDFC Finance,110140,False,Pooja Prasad,False,0.5912,True,True,0.7082,0.7383,0.2668,False,False,0.1086,True,5,23,10.351,14.1635,12.3937,9.0165,False,0.2652,False,Failed,False,66,Medium_Risk,True,False,Approved,6801,1,Ownership_Chain_Manipulation,Hindi,,False,c6c5badb6553
SRS-2024-000998,27-12-2022,FY2021-22,Jharkhand,Small_Finance_Bank,Retail_Salaried,Salaried_Private_Sector,Digital_Portal,8,809,1320384,,,,,,,,,Sunil Verma,763824,BZTPV0293P,XXXX-XXXX-3324,Aadhaar,787578,909089129430653,12-12-2022,749901,NMZL60459Q,60341,Bharti Airtel,NMZL60459Q,774311,2,False,,,,,,,,SBI Finance,24960,False,,,0.6722,False,False,0.2787,0.3236,0.8614,False,False,0.2267,False,0,1,8.251,14.0624,3.3766,,False,0.3035,False,Not_Applicable,,10,Clean,False,False,Approved,1194,0,Clean,Hindi,,False,7c67165859e4
SRS-2023-001012,10-08-2025,FY2024-25,Uttarakhand,HFC,Housing_Finance,Proprietor,Digital_Portal,8,721,16007459,Khatauni,Uttarakhand,655/8D,Krishna Choudhury,18812578,18948288,1,False,Krishna Choudhury,4976218,NQWPC8488V,XXXX-XXXX-5870,Passport,5132815,526592816287287,17-07-2025,,,,,,5535685,2,False,13295034,05NQWPC8488V0ZG,False,19655000,19655000,4312000,265539835459427031,HDFC Finance,125000,False,,,0.5626,False,False,0.2541,0.3362,0.8801,False,False,0.3017,False,0,1,1.4444,7.8573,,2.9992,False,0.3135,False,Passed,False,10,Clean,False,False,Approved,1096,0,Clean,Hindi,,False,d9324eeb8f97
SRS-2025-000974,30-03-2025,FY2024-25,Uttar Pradesh,MFI,Agricultural,Agricultural_Cultivator,Digital_Portal,10,806,1205192,Record of Rights (Khatauni),Uttar Pradesh,235/3C,Aditya Kulkarni,2000000,1917612,0,False,Aditya Kulkarni,697028,VEPPK4622M,XXXX-XXXX-6505,Aadhaar,,,,,,,,,742112,1,False,,,,,,,,,,,Ramesh Choudhury,False,0.4099,False,False,0.282,0.1572,0.7905,False,False,0.0783,False,0,1,8.6604,4.9251,,0.7433,False,0.0549,False,Passed,False,1,Clean,False,False,Approved,1443,0,Clean,Hindi,,False,79e57fc9a850
SRS-2023-001013,17-12-2024,FY2023-24,Assam,PSB,Retail_Salaried,Salaried_MNC,Branch,8,743,2388384,,,,,,,,,Sunita Choudhury,659914,AOIPC9460M,XXXX-XXXX-7297,Aadhaar,664259,901292709888548,18-07-2024,672028,LUUX73670C,52901,Cognizant Technologies,LUUX73670C,644577,1,False,,,,,,,,HDFC Finance,32571,False,Divya Kulkarni,False,0.1595,False,False,0.2659,0.5185,0.799,False,False,0.1048,False,0,1,2.2776,8.7859,12.2202,,False,0.1344,False,Not_Applicable,,9,Clean,False,False,Approved,1444,0,Clean,English,,False,e6da38526b26
SRS-2023-001014,07-11-2023,FY2021-22,Bihar,PSB,Agricultural,Tenant_Farmer,Branch,14,725,1297817,Record of Rights,Bihar,902/6,Suresh Patil,2000000,1928805,0,False,Suresh Patil,483179,UCUPP6954Q,XXXX-XXXX-4015,Voter_ID,,,,,,,,,483670,0,False,,,,,,,,,,,,,0.119,False,False,0.2633,0.1939,0.9108,False,False,0.3187,False,0,1,6.1252,13.5688,,6.2324,False,0.2199,False,Passed,False,0,Clean,False,False,Approved,1128,0,Clean,Hindi,,False,7b5b5706b11f
SRS-2025-000975,05-05-2024,FY2023-24,Maharashtra,Private_Bank,Retail_Salaried,Salaried_PSU,Branch,7,785,4198616,,,,,,,,,Ramesh Joshi,2078130,DFIPJ9428N,XXXX-XXXX-8662,Aadhaar,2124900,579953671610886,04-11-2023,2109397,MUMB99999Z,178257,HCL Technologies,OPDU91260T,2139495,1,False,,,,,,,,HDFC Finance,72426,False,,,0.5245,True,True,0.5931,0.65,0.4331,True,False,0.7259,False,2,61,8.2647,11.5454,10.3964,,False,0.1733,True,Not_Applicable,,85,High_Risk,True,False,Manual_Review,9533,1,Fabricated_Employment,Marathi,,False,0b36a0a9a83e
SRS-2022-000932,19-09-2024,FY2023-24,Uttar Pradesh,PSB,MSME,Proprietor,DSA,10,796,9887338,,,,,,,,,Reyansh Verma,1941236,JUHPV9908Z,XXXX-XXXX-3432,PAN_Card,1964546,971089456076431,24-07-2024,,,,,,2020971,1,False,3063633,09JUHPV9908Z1ZB,False,4758000,4758000,1705000,262730360172144358,ICICI Finance,125000,False,Sanjay Singh,False,0.5165,False,False,0.2996,0.4785,0.8208,False,False,0.0463,False,0,1,12.3282,10.629,,,False,0.4398,False,Not_Applicable,,17,Clean,False,False,Approved,757,0,Clean,Hindi,,False,1e2af9490584
